chrom pos500 Mean_cM
1 59500001 0.337275497959848
1 60000001 0.342094734113121
1 60500001 0.346850226190003
1 61000001 0.351790282137139
1 61500001 0.357520828751429
1 62000001 0.363970631510523
1 62500001 0.369815181585534
1 63000001 0.376484926078992
1 63500001 0.383586717879495
1 64000001 0.390986520631648
1 64500001 0.398778536720477
1 65000001 0.406470019823945
1 65500001 0.415042742857978
1 66000001 0.423414757233308
1 66500001 0.432886610615236
1 67000001 0.442125127000062
1 67500001 0.45270773821374
1 68000001 0.462392585935558
1 68500001 0.473330612812422
1 69000001 0.484032048725319
1 69500001 0.495291733909286
1 70000001 0.506688866192756
1 70500001 0.518277707973084
1 71000001 0.531816253159304
1 71500001 0.542942064036061
1 72000001 0.556944119182374
1 72500001 0.570315025896079
1 73000001 0.584165379266633
1 73500001 0.598134862788522
1 74000001 0.61341127248112
1 74500001 0.627555604668244
1 75000001 0.642015082153707
1 75500001 0.658292551429425
1 76000001 0.673933765213234
1 76500001 0.690194185381636
1 77000001 0.707125092227243
1 77500001 0.724110790682343
1 78000001 0.741145334930875
1 78500001 0.759909317500879
1 79000001 0.776753028011448
1 79500001 0.795889138619555
1 80000001 0.813266441077785
1 80500001 0.832850704515694
1 81000001 0.852866718871805
1 81500001 0.872882803811908
1 82000001 0.893733954959238
1 82500001 0.913688893592816
1 83000001 0.934093408349997
1 83500001 0.955251556493737
1 84000001 0.975780222524811
1 84500001 0.999282483826219
1 85000001 1.02195011845152
1 85500001 1.04376784104604
1 86000001 1.06717971947563
1 86500001 1.0902143162854
1 87000001 1.11226949932313
1 87500001 1.1398512627362
1 88000001 1.16260306905579
1 88500001 1.18722471609408
1 89000001 1.21291461862149
1 89500001 1.23849115047792
1 90000001 1.26425114402318
1 90500001 1.28956229847896
1 91000001 1.31683805347934
1 91500001 1.34508506449063
1 92000001 1.37184330150125
1 92500001 1.39873087483011
1 93000001 1.42634943102696
1 93500001 1.45543741470956
1 94000001 1.48379884778317
1 94500001 1.51279652850499
1 95000001 1.54401730807238
1 95500001 1.57112201231125
1 96000001 1.60403929253078
1 96500001 1.63296802170248
1 97000001 1.66479437047008
1 97500001 1.69427279738251
1 98000001 1.72450278863443
1 98500001 1.75913949093103
1 99000001 1.79062869116322
1 99500001 1.82453155488829
1 100000001 1.85579641905066
1 100500001 1.89045681224319
1 101000001 1.9231862201707
1 101500001 1.95685057104985
1 102000001 1.99407657969696
1 102500001 2.02761603965742
1 103000001 2.06109354780062
1 103500001 2.09912277194357
1 104000001 2.13443115755264
1 104500001 2.17022334093234
1 105000001 2.2073282517879
1 105500001 2.24439826963776
1 106000001 2.28063693111589
1 106500001 2.31821303618042
1 107000001 2.35665985228149
1 107500001 2.39447359556153
1 108000001 2.43317875968593
1 108500001 2.47050058039601
1 109000001 2.51206558158342
1 109500001 2.55287837251233
1 110000001 2.59250079804753
1 110500001 2.6326824786458
1 111000001 2.67254043146821
1 111500001 2.71401311495846
1 112000001 2.75653961353875
1 112500001 2.79471984304816
1 113000001 2.84081356427197
1 113500001 2.87528709542733
1 114000001 2.90604815211
10 1 2.77048766550826
10 500001 2.55780363237117
10 1000001 2.36065368673471
10 1500001 2.18404955835333
10 2000001 2.00537098609573
10 2500001 1.87000881002219
10 3000001 1.73914490810853
10 3500001 1.62024854568589
10 4000001 1.52741529498659
10 4500001 1.44710559801194
10 5000001 1.3847834470605
10 5500001 1.33998662970727
10 6000001 1.3099125533919
10 6500001 1.29784821880424
10 7000001 1.30422420964751
10 7500001 1.32389922446081
10 8000001 1.36739621913587
10 8500001 1.42052749619
10 9000001 1.49578152967345
10 9500001 1.58501459421855
10 10000001 1.69455326324509
10 10500001 1.82119416310221
10 11000001 1.96352948230196
10 11500001 2.12964061384929
10 12000001 2.28613373602612
10 12500001 2.49891140565025
10 13000001 2.70280523569103
10 13500001 2.93968861136069
10 14000001 3.17138473472005
10 14500001 3.43136930148507
10 15000001 3.7255674522312
10 15500001 4.03501456706677
10 16000001 4.33457758125962
10 16500001 4.65817512730723
10 17000001 4.99661047326794
10 17500001 5.38223982578627
10 18000001 5.76636980185195
10 18500001 6.14846926039533
10 19000001 6.5642929174529
10 19500001 6.91303332715208
10 20000001 7.30954421099139
11 1 12.3004898448655
11 500001 11.5323531798714
11 1000001 10.6303325966956
11 1500001 9.68519009053877
11 2000001 8.96249810513275
11 2500001 8.1618031371693
11 3000001 7.45184235878708
11 3500001 6.73997500549193
11 4000001 6.07379973265731
11 4500001 5.43920924409993
11 5000001 4.84617529812075
11 5500001 4.27111995831332
11 6000001 3.78240873912521
11 6500001 3.30750523979321
11 7000001 2.78038841014928
11 7500001 2.36338000388623
11 8000001 2.0095441580465
11 8500001 1.61718103886051
11 9000001 1.29561421422392
11 9500001 1.01453136091409
11 10000001 0.767507236014718
11 10500001 0.550894288703657
11 11000001 0.35449050705682
11 11500001 0.214479114756143
11 12000001 0.0989393289621806
11 12500001 0.0182258307722796
11 13000001 0
11 13500001 0
11 14000001 0.000267469182765625
11 14500001 0.0382004775448601
11 15000001 0.141137077285169
11 15500001 0.256463804366962
11 16000001 0.426584104353875
11 16500001 0.614713702737041
11 17000001 0.864507320817136
11 17500001 1.098151730241
11 18000001 1.42445250112911
11 18500001 1.7483565255397
11 19000001 2.12737349836735
11 19500001 2.49990453426187
11 20000001 2.85169544598595
12 1 4.5122277745291
12 500001 4.07785721990392
12 1000001 3.6826804913836
12 1500001 3.28557177985598
12 2000001 2.91981795448097
12 2500001 2.57785372777013
12 3000001 2.2648747138308
12 3500001 1.9667164596046
12 4000001 1.72210275778386
12 4500001 1.46885763712383
12 5000001 1.29239846740569
12 5500001 1.12202336802541
12 6000001 0.968433797737738
12 6500001 0.853951703318246
12 7000001 0.765651779578549
12 7500001 0.702463893485867
12 8000001 0.669287093529932
12 8500001 0.661365772522905
12 9000001 0.68033169585872
12 9500001 0.730141047621554
12 10000001 0.807459061121739
12 10500001 0.909296413731957
12 11000001 1.01881237005441
12 11500001 1.22761190442062
12 12000001 1.40070218734227
12 12500001 1.6017054849725
12 13000001 1.83592740687082
12 13500001 2.11030641385721
12 14000001 2.41527773015277
12 14500001 2.74310412895934
12 15000001 3.10897504125193
12 15500001 3.47128713049017
12 16000001 3.87857728882835
12 16500001 4.33439289492505
12 17000001 4.79690232701638
12 17500001 5.28219687182681
12 18000001 5.78404500296446
12 18500001 6.33900580578197
12 19000001 6.90500230252646
12 19500001 7.53689306885256
12 20000001 8.05909246803662
13 1 4.17767665587557
13 500001 4.00016232753349
13 1000001 3.80003500406958
13 1500001 3.59966535532713
13 2000001 3.4279666228758
13 2500001 3.26298138769264
13 3000001 3.11926195147936
13 3500001 2.93608898512316
13 4000001 2.80646731509357
13 4500001 2.66664595962233
13 5000001 2.54926127958865
13 5500001 2.43268383711903
13 6000001 2.33898231741764
13 6500001 2.23438627830696
13 7000001 2.1506813190412
13 7500001 2.07245521777166
13 8000001 2.00668636685712
13 8500001 1.95325084565716
13 9000001 1.90510136898388
13 9500001 1.8676252037054
13 10000001 1.8410950961549
13 10500001 1.82234377138182
13 11000001 1.81393855856599
13 11500001 1.8151355214369
13 12000001 1.82547328325202
13 12500001 1.84630622927303
13 13000001 1.87546816314493
13 13500001 1.91387937314764
13 14000001 1.96369937660505
13 14500001 2.01632436027494
13 15000001 2.09381683051872
13 15500001 2.16994554184851
13 16000001 2.26287541695322
14 1 4.45409810588716
14 500001 3.93001401974962
14 1000001 3.42567463929074
14 1500001 2.97677833589015
14 2000001 2.58757394103648
14 2500001 2.23021040092588
14 3000001 1.93557711742247
14 3500001 1.66843377576287
14 4000001 1.46031456302668
14 4500001 1.29232177868046
14 5000001 1.17112402316014
14 5500001 1.1016342647415
14 6000001 1.07824727406886
14 6500001 1.10341517421349
14 7000001 1.181077118526
14 7500001 1.29077650890072
14 8000001 1.44994527707481
14 8500001 1.67740762185556
14 9000001 1.931378354607
14 9500001 2.23248931167584
14 10000001 2.59699474397378
14 10500001 2.97178321816328
14 11000001 3.4667239694486
14 11500001 3.93987053347342
14 12000001 4.47059264956526
14 12500001 5.0285890219523
14 13000001 5.71499195893578
14 13500001 6.43717686950121
14 14000001 7.09310289237887
14 14500001 7.8985041504635
14 15000001 8.69281935548138
14 15500001 9.60811944455436
14 16000001 10.185659073702
15 1 8.13195819868406
15 500001 7.68427780252116
15 1000001 7.24096362335465
15 1500001 6.83459265783275
15 2000001 6.40564323332739
15 2500001 6.00163242338926
15 3000001 5.62012266358812
15 3500001 5.24682126985784
15 4000001 4.87506793578603
15 4500001 4.51344207074
15 5000001 4.17790070124598
15 5500001 3.86402976203523
15 6000001 3.55407339220736
15 6500001 3.26403341940966
15 7000001 2.99142442697668
15 7500001 2.71286925842215
15 8000001 2.46071357871907
15 8500001 2.2456300201822
15 9000001 2.00410939233138
15 9500001 1.79167302099006
15 10000001 1.61601868762883
15 10500001 1.406458299185
15 11000001 1.24872307236918
15 11500001 1.10617613082602
15 12000001 0.943154593200592
15 12500001 0.819587692258599
15 13000001 0.705273028371177
15 13500001 0.625746039932485
17 1 4.93981612633619
17 500001 4.44081326903587
17 1000001 4.07418189632862
17 1500001 3.72502109977968
17 2000001 3.50479769949821
17 2500001 3.36432626670518
17 3000001 3.29080795696893
17 3500001 3.31311615061724
17 4000001 3.43233566910135
17 4500001 3.61956415783256
17 5000001 3.87352930816293
17 5500001 4.24667261000007
17 6000001 4.73871586391619
17 6500001 5.28550368199549
17 7000001 5.91388859468038
17 7500001 6.68924703718769
17 8000001 7.47664530798633
17 8500001 8.39048023970522
17 9000001 9.4121351399353
17 9500001 10.383379997954
17 10000001 11.3918462278415
18 1 9.51747034270172
18 500001 8.54398021761116
18 1000001 7.60432213720305
18 1500001 6.78488754126389
18 2000001 6.06289470265103
18 2500001 5.36087549228962
18 3000001 4.79667644970005
18 3500001 4.2638710401408
18 4000001 3.83649816707794
18 4500001 3.51125480230578
18 5000001 3.25587554636549
18 5500001 3.08378680983134
18 6000001 2.98194039648529
18 6500001 2.97031054685893
18 7000001 3.04573437397736
18 7500001 3.19442722786745
18 8000001 3.45147926469111
18 8500001 3.7560933027389
18 9000001 4.1632569122491
18 9500001 4.64777143648483
18 10000001 5.23048865283762
18 10500001 5.7866419399437
18 11000001 6.62144796304112
18 11500001 7.07830404364667
19 1 6.68561609629078
19 500001 6.50228816096157
19 1000001 6.34793676467636
19 1500001 6.18420802992189
19 2000001 6.02461888233359
19 2500001 5.87632174801101
19 3000001 5.71030677437916
19 3500001 5.56819323074855
19 4000001 5.42193000642865
19 4500001 5.27831295083973
19 5000001 5.12735060042187
19 5500001 4.99210110297441
19 6000001 4.85913740353364
19 6500001 4.74520586121054
19 7000001 4.61506642819673
19 7500001 4.49458052587459
19 8000001 4.38010592981987
19 8500001 4.26526655459746
19 9000001 4.15239969270078
19 9500001 4.06609550211839
1A 1 2.98717471357657
1A 500001 2.90022795693519
1A 1000001 2.77804356690427
1A 1500001 2.70139355691304
1A 2000001 2.60293964936794
1A 2500001 2.51542517445954
1A 3000001 2.42048641121453
1A 3500001 2.33215439434462
1A 4000001 2.24387013922006
1A 4500001 2.16429744870331
1A 5000001 2.08110756141168
1A 5500001 1.99891687189481
1A 6000001 1.90835482339114
1A 6500001 1.83505996411417
1A 7000001 1.75863717037154
1A 7500001 1.68481887035156
1A 8000001 1.6093535436485
1A 8500001 1.5388724325851
1A 9000001 1.46630051359707
1A 9500001 1.39988493344111
1A 10000001 1.32775375928615
1A 10500001 1.26439628084173
1A 11000001 1.19310023717875
1A 11500001 1.13146300885851
1A 12000001 1.07482373166918
1A 12500001 1.01502057482555
1A 13000001 0.953765970074134
1A 13500001 0.896878167944927
1A 14000001 0.840544377425465
1A 14500001 0.784376514663121
1A 15000001 0.733970704596884
1A 15500001 0.682643453459688
1A 16000001 0.635388692780083
1A 16500001 0.588148800388502
1A 17000001 0.543097929904616
1A 17500001 0.494702854437168
1A 18000001 0.458979089578037
1A 18500001 0.412215895096288
1A 19000001 0.37011911094441
1A 19500001 0.334967098159148
1A 20000001 0.297457453593137
1A 20500001 0.264476851321676
1A 21000001 0.229817310117502
1A 21500001 0.19652260842941
1A 22000001 0.166266710651493
1A 22500001 0.140183108981858
1A 23000001 0.110200154478536
1A 23500001 0.0859979157072941
1A 24000001 0.0630524179170435
1A 24500001 0.0385927302531317
1A 25000001 0.0169007535438459
1A 25500001 0.00139234917212303
1A 26000001 0
1A 26500001 0
1A 27000001 0
1A 27500001 0
1A 28000001 0
1A 28500001 0
1A 29000001 0
1A 29500001 0
1A 30000001 0
1A 30500001 0
1A 31000001 0
1A 31500001 0
1A 32000001 0
1A 32500001 0
1A 33000001 0
1A 33500001 0
1A 34000001 0
1A 34500001 0
1A 35000001 0
1A 35500001 0
1A 36000001 0
1A 36500001 0
1A 37000001 0
1A 37500001 0.00405707841923563
1A 38000001 0.0224657174182881
1A 38500001 0.0451227819403659
1A 39000001 0.0669383456868179
1A 39500001 0.0920965779781598
1A 40000001 0.117588124527989
1A 40500001 0.145434513904449
1A 41000001 0.176684196504932
1A 41500001 0.205137487852633
1A 42000001 0.237638523716089
1A 42500001 0.272889483513362
1A 43000001 0.306456936714678
1A 43500001 0.343827413404534
1A 44000001 0.385873764274596
1A 44500001 0.423267918984029
1A 45000001 0.46378779500817
1A 45500001 0.507551956956713
1A 46000001 0.552511149952509
1A 46500001 0.602956933006694
1A 47000001 0.646958713795511
1A 47500001 0.696181948462167
1A 48000001 0.745098184013446
1A 48500001 0.802233874061699
1A 49000001 0.859069030140753
1A 49500001 0.909882014896
1A 50000001 0.967458503430412
1A 50500001 1.02637116718714
1A 51000001 1.088454365154
1A 51500001 1.15095260080653
1A 52000001 1.21294947332229
1A 52500001 1.27720990916895
1A 53000001 1.34512976311728
1A 53500001 1.41443885863097
1A 54000001 1.48315092041762
1A 54500001 1.55843939970578
1A 55000001 1.62751718702854
1A 55500001 1.70192338582219
1A 56000001 1.77744006807894
1A 56500001 1.85893588549465
1A 57000001 1.9365717295448
1A 57500001 2.01717858183155
1A 58000001 2.1003366549729
1A 58500001 2.1807386918643
1A 59000001 2.26703820856651
1A 59500001 2.35704375188826
1A 60000001 2.45010776542553
1A 60500001 2.53013840963092
1A 61000001 2.62231650273928
1A 61500001 2.72101845843714
1A 62000001 2.8231141433406
1A 62500001 2.91582091607961
1A 63000001 3.00241606622901
1A 64000001 3.22472829415075
1A 64500001 3.34428120626916
1A 65000001 3.41948996953336
1A 65500001 3.52719088133005
1A 66000001 3.63271539428379
1A 66500001 3.7419510255019
1A 67000001 3.85074373943022
1A 67500001 3.96241864703425
1A 68000001 4.08186903103424
1A 68500001 4.18957394136969
1A 69000001 4.30281796621838
1A 69500001 4.40708042485045
1A 70000001 4.55051311031595
1A 70500001 4.6410759634724
1A 71000001 4.73870959589
2 1 1.52183523007144
2 500001 1.51193470606926
2 1000001 1.49804656259132
2 1500001 1.4895520799624
2 2000001 1.47886876186884
2 2500001 1.46798363090417
2 3000001 1.45769229764753
2 3500001 1.44686046976008
2 4000001 1.43699631708392
2 4500001 1.42608200556437
2 5000001 1.41610274006075
2 5500001 1.40536502561219
2 6000001 1.39555694213317
2 6500001 1.38537878263354
2 7000001 1.37554750339586
2 7500001 1.36467199145911
2 8000001 1.35551087287308
2 8500001 1.344625223407
2 9000001 1.33564648562987
2 9500001 1.32565873178561
2 10000001 1.31549117428214
2 10500001 1.30561810669128
2 11000001 1.29683484766756
2 11500001 1.28657712522752
2 12000001 1.27769816525219
2 12500001 1.26845020269169
2 13000001 1.25812124763215
2 13500001 1.24959144824251
2 14000001 1.24027226165299
2 14500001 1.2307065270254
2 15000001 1.22204016188324
2 15500001 1.21240444994092
2 16000001 1.20326375834653
2 16500001 1.19465370372805
2 17000001 1.18661953951625
2 17500001 1.17722215372199
2 18000001 1.16671773032057
2 18500001 1.15956599812199
2 19000001 1.15123421803095
2 19500001 1.14229461680028
2 20000001 1.13441349377824
2 20500001 1.12578194747341
2 21000001 1.11667703163353
2 21500001 1.10867074887059
2 22000001 1.10000483684895
2 22500001 1.09237246676425
2 23000001 1.08343296640347
2 23500001 1.07566178743739
2 24000001 1.06798118737996
2 24500001 1.0597923839868
2 25000001 1.051632048605
2 25500001 1.04380328590017
2 26000001 1.0360321086986
2 26500001 1.02782519431187
2 27000001 1.02048900090554
2 27500001 1.01306819646164
2 28000001 1.0055071324513
2 28500001 0.998057278698434
2 29000001 0.990474553318779
2 29500001 0.983061379464822
2 30000001 0.975903143013759
2 30500001 0.96828840505875
2 31000001 0.961395603952488
2 31500001 0.953924050044325
2 32000001 0.947073342100529
2 32500001 0.939772171913659
2 33000001 0.932607394145683
2 33500001 0.926158201450252
2 34000001 0.919212853431701
2 34500001 0.912590521833238
2 35000001 0.905648937586726
2 35500001 0.899180626215112
2 36000001 0.892042328280833
2 36500001 0.88573637835867
2 37000001 0.879291166138503
2 37500001 0.873177251954349
2 38000001 0.866604921145465
2 38500001 0.86003862319885
2 39000001 0.854211449697933
2 39500001 0.847692864851057
2 40000001 0.841634131292809
2 40500001 0.835446897996449
2 41000001 0.829800393299996
2 41500001 0.82350977484
2 42000001 0.817537081043233
2 42500001 0.811747012114931
2 43000001 0.806187704722607
2 43500001 0.80021680131773
2 44000001 0.794549097329052
2 44500001 0.789162518694313
2 45000001 0.783276707842614
2 45500001 0.778075169420348
2 46000001 0.772610992958702
2 46500001 0.767434820408783
2 47000001 0.762189841117994
2 47500001 0.756795919883692
2 48000001 0.751680299870867
2 48500001 0.746601196020604
2 49000001 0.741394149167688
2 49500001 0.736563862779474
2 50000001 0.731590635218387
2 50500001 0.72673155792129
2 51000001 0.721957780219181
2 51500001 0.717109924310564
2 52000001 0.712288363124733
2 52500001 0.707850714060945
2 53000001 0.703217439513125
2 53500001 0.698653345169414
2 54000001 0.694160581440164
2 54500001 0.690314883029544
2 55000001 0.685472677826822
2 55500001 0.681382342104481
2 56000001 0.677258130603509
2 56500001 0.672924443746364
2 57000001 0.668793785955878
2 57500001 0.664681251910691
2 58000001 0.660856068026793
2 58500001 0.656914918548161
2 59000001 0.653142295821
2 59500001 0.649289112771252
2 60000001 0.645586851409804
2 60500001 0.642028271937202
2 61000001 0.638262911744496
2 61500001 0.634738426938471
2 62000001 0.631015055489722
2 62500001 0.627766969319983
2 63000001 0.624564654676805
2 63500001 0.621286095205041
2 64000001 0.617861083175854
2 64500001 0.614703814800684
2 65000001 0.611657456801355
2 65500001 0.608311809377524
2 66000001 0.605380101267768
2 66500001 0.602682900544241
2 67000001 0.599665717945889
2 67500001 0.596756660201916
2 68000001 0.594138761519904
2 68500001 0.591198350270468
2 69000001 0.588618475163247
2 69500001 0.586025227435989
2 70000001 0.583464000026815
2 70500001 0.581243606278577
2 71000001 0.578691024040265
2 71500001 0.576286067557635
2 72000001 0.574043992273809
2 72500001 0.571750129186718
2 73000001 0.569636930484757
2 73500001 0.56761640822653
2 74000001 0.565437366902903
2 74500001 0.563755551500214
2 75000001 0.561741312557924
2 75500001 0.559588953626278
2 76000001 0.557898869773089
2 76500001 0.556101814903168
2 77000001 0.554485171986364
2 77500001 0.552875597505049
2 78000001 0.551261095413102
2 78500001 0.549710357810082
2 79000001 0.548388604892869
2 79500001 0.547214073602687
2 80000001 0.545647674301529
2 80500001 0.54434259422524
2 81000001 0.543272477951875
2 81500001 0.542027316523269
2 82000001 0.540769770506364
2 82500001 0.539729144371376
2 83000001 0.538871784404225
2 83500001 0.538009811268095
2 84000001 0.537153083909346
2 84500001 0.536358293509242
2 85000001 0.535638879362335
2 85500001 0.534917861894361
2 86000001 0.534330267916631
2 86500001 0.533761050506842
2 87000001 0.533298447133357
2 87500001 0.53287221005846
2 88000001 0.53251045668841
2 88500001 0.532188500876164
2 89000001 0.531949087008887
2 89500001 0.5317531271281
2 90000001 0.531629339243048
2 90500001 0.531562813612253
2 91000001 0.531553203558364
2 91500001 0.531608651712895
2 92000001 0.531718045405937
2 92500001 0.531882152672041
2 93000001 0.532130483240473
2 93500001 0.532427410318026
2 94000001 0.532752221453169
2 94500001 0.533192098284194
2 95000001 0.53365083951765
2 95500001 0.534196710776609
2 96000001 0.534781395320967
2 96500001 0.53542619190132
2 97000001 0.536128372198182
2 97500001 0.536892474063793
2 98000001 0.537729640842203
2 98500001 0.53860963855342
2 99000001 0.539609511588521
2 99500001 0.540600918663251
2 100000001 0.54167640948724
2 100500001 0.542880296096037
2 101000001 0.543957151515748
2 101500001 0.545220920395892
2 102000001 0.546539766696715
2 102500001 0.54793883579995
2 103000001 0.549409263472468
2 103500001 0.55094457721979
2 104000001 0.552360661800827
2 104500001 0.554016865782829
2 105000001 0.555621334821016
2 105500001 0.557466923762366
2 106000001 0.559202554381007
2 106500001 0.561117208122355
2 107000001 0.563015198614019
2 107500001 0.565067346377838
2 108000001 0.567022872771463
2 108500001 0.569054432343097
2 109000001 0.571253577871806
2 109500001 0.573353136134317
2 110000001 0.575776973926354
2 110500001 0.578056891990768
2 111000001 0.5804267830011
2 111500001 0.58285123069911
2 112000001 0.585495763209685
2 112500001 0.587952949878845
2 113000001 0.590601151455644
2 113500001 0.59327563238348
2 114000001 0.596151317720837
2 114500001 0.59888996186077
2 115000001 0.60191993705951
2 115500001 0.604706780026212
2 116000001 0.607792959803358
2 116500001 0.610652800575557
2 117000001 0.613937756250043
2 117500001 0.617143909545041
2 118000001 0.620286066081639
2 118500001 0.623589606998609
2 119000001 0.626793359676638
2 119500001 0.630465204313449
2 120000001 0.633898735412249
2 120500001 0.637322705808608
2 121000001 0.641183425862887
2 121500001 0.644585821428667
2 122000001 0.648186595572674
2 122500001 0.652062310561206
2 123000001 0.656122380699676
2 123500001 0.659851359245323
2 124000001 0.663689279189471
2 124500001 0.667934150952926
2 125000001 0.671882470012277
2 125500001 0.67616555550955
2 126000001 0.680289655892769
2 126500001 0.684443530050143
2 127000001 0.688653046412196
2 127500001 0.693049083152459
2 128000001 0.697688009305406
2 128500001 0.702212770551585
2 129000001 0.706532427596973
2 129500001 0.71115602539736
2 130000001 0.715716681370693
2 130500001 0.720547983499284
2 131000001 0.725732740365991
2 131500001 0.729921708269715
2 132000001 0.735362130217621
2 132500001 0.740397929555576
2 133000001 0.745129534683536
2 133500001 0.750667871509529
2 134000001 0.755519238294642
2 134500001 0.760845248717275
2 135000001 0.765979655747179
2 135500001 0.771281111617795
2 136000001 0.776782959987455
2 136500001 0.782370708284702
2 137000001 0.787591622211151
2 137500001 0.79330396029999
2 138000001 0.798871319488006
2 138500001 0.804795044018729
2 139000001 0.81073362395716
2 139500001 0.815776671945884
2 140000001 0.822101084366074
2 140500001 0.827810535233818
2 141000001 0.834333972670533
2 141500001 0.839925070302116
2 142000001 0.846064366244581
2 142500001 0.852215501511446
2 143000001 0.858325662423536
2 143500001 0.864880975490916
2 144000001 0.871287906525743
2 144500001 0.877678477234717
2 145000001 0.884067568860474
2 145500001 0.890581827045372
2 146000001 0.897205944778854
2 146500001 0.904075247439979
2 147000001 0.910864208497142
2 147500001 0.917671506742118
2 148000001 0.924134526028883
2 148500001 0.931165767885686
2 149000001 0.937852747963724
2 149500001 0.944930309028222
2 150000001 0.949999013414697
20 1 4.4853841739325
20 500001 4.17522018288612
20 1000001 3.86561254754783
20 1500001 3.63469583881991
20 2000001 3.40538579799783
20 2500001 3.20606954765452
20 3000001 3.03035844475495
20 3500001 2.89412196802984
20 4000001 2.77359694331181
20 4500001 2.69166623751471
20 5000001 2.63532450303288
20 5500001 2.60887935632379
20 6000001 2.6125386854191
20 6500001 2.6443255194679
20 7000001 2.69696624786864
20 7500001 2.80329477260105
20 8000001 2.92572627437379
20 8500001 3.06779187339358
20 9000001 3.23853135937925
20 9500001 3.45257634409265
20 10000001 3.69378886700016
20 10500001 3.9418983548828
20 11000001 4.23274296919523
20 11500001 4.55683754193776
20 12000001 4.91305649327876
20 12500001 5.29652617577784
20 13000001 5.69561913466695
20 13500001 6.13532092809152
20 14000001 6.57607045076783
20 14500001 6.94553321778692
21 1 7.1361515941322
21 500001 7.0531662799473
21 1000001 6.96317312479315
21 1500001 6.9109467050995
21 2000001 6.86769528422278
21 2500001 6.84035085647409
21 3000001 6.82761404588562
21 3500001 6.82951028428167
21 4000001 6.84945515836706
21 4500001 6.88250198863538
21 5000001 6.93264804214523
21 5500001 6.99694914095403
21 6000001 7.0807850564003
21 6500001 7.18110372337595
21 7000001 7.26793494187367
21 7500001 7.37485964477462
22 1 8.76561952108621
