V3 POS200KB MEAN_cM
1 2e+07 0
1 20200000 0
1 20400000 0
1 20600000 0
1 20800000 2.11310945262418e-05
1 2.1e+07 5.90850479281568e-05
1 21200000 6.27830284992662e-05
1 21400000 5.51148142267382e-05
1 21600000 9.43758546997575e-05
1 21800000 0.000138584320882559
1 2.2e+07 8.90890184648564e-05
1 22200000 0.000117340274997166
1 22400000 0.000113888967926959
1 22600000 8.99771450473526e-05
1 22800000 4.30058200565796e-05
1 2.3e+07 1.2814240289854e-05
1 23200000 3.40867142875342e-05
1 23400000 2.92750778833998e-05
1 23600000 3.16015115922172e-05
1 23800000 0.000210391344441605
1 2.4e+07 0
1 24200000 0
1 24400000 0.000120497544545523
1 24600000 6.01137251924656e-06
1 24800000 1.78303701701279e-05
1 2.5e+07 1.2378620693478e-05
1 25200000 0.000144951343259496
1 25400000 0
1 25600000 0
1 25800000 0
1 2.6e+07 0
1 26200000 0
1 26400000 0.000209859606742874
1 26600000 8.62502657652346e-06
1 26800000 1.4949225594922e-05
1 2.7e+07 6.28724043448417e-05
1 27200000 6.48659044672172e-05
1 27400000 0
1 27600000 1.98883695111888e-05
1 27800000 2.44303850230763e-05
1 2.8e+07 8.0606529604174e-05
1 28200000 7.0608179850632e-05
1 28400000 5.63227323706049e-05
1 28600000 5.32058798246141e-05
1 28800000 5.17093909841075e-05
1 2.9e+07 0
1 29200000 0
1 29400000 0
1 29600000 2.54904809618886e-05
1 29800000 0.000113649199936889
1 3e+07 6.63364368786947e-05
1 30200000 4.06225702458264e-05
1 30400000 5.96969255798834e-05
1 30600000 0
1 30800000 0
1 3.1e+07 1.02757223978375e-06
1 31200000 3.86753379697146e-05
1 31400000 3.53922760477287e-05
1 31600000 3.25923519153701e-05
1 31800000 3.83676714639871e-05
1 3.2e+07 3.50498589039126e-05
1 32200000 3.84937935421013e-05
1 32400000 3.63775597100703e-05
1 32600000 3.47443138420654e-05
1 32800000 4.32906141789503e-05
1 3.3e+07 5.22802489757981e-05
1 33200000 1.67818078490236e-05
1 33400000 1.64765313890625e-05
1 33600000 1.46653046875303e-05
1 33800000 1.1926775433625e-05
1 3.4e+07 1.47796087768723e-05
1 34200000 1.79123441672707e-05
1 34400000 1.95093316430598e-05
1 34600000 5.29803017824858e-05
1 34800000 7.88660680243234e-05
1 3.5e+07 2.95522671400989e-05
1 35200000 2.57011485393759e-05
1 35400000 3.29452771197609e-05
1 35600000 2.49345789007107e-05
1 35800000 4.02248040097748e-05
1 3.6e+07 6.34224575831456e-05
1 36200000 3.20716804685308e-05
1 36400000 0
1 36600000 0
1 36800000 7.57574551153266e-07
1 3.7e+07 1.14134245372994e-06
1 37200000 2.29012606463535e-05
1 37400000 9.19838058410362e-05
1 37600000 3.55208231644347e-06
1 37800000 6.59820960853176e-06
1 3.8e+07 6.31326506120184e-06
1 38200000 5.65692371175363e-06
1 38400000 0
1 38600000 0
1 38800000 0
1 3.9e+07 0
1 39200000 0
1 39400000 0
1 39600000 4.05296511537484e-05
1 39800000 4.87431666335915e-05
1 4e+07 4.04557188761955e-05
1 40200000 3.22447159042487e-05
1 40400000 0
1 40600000 0
1 40800000 0
1 4.1e+07 3.43390895683119e-06
1 41200000 1.44764091442627e-05
1 41400000 1.411379646985e-05
1 41600000 1.31100680647549e-05
1 41800000 1.40090338814755e-05
1 4.2e+07 1.47477700459729e-05
1 42200000 1.63849540846673e-05
1 42400000 1.88741845386181e-05
1 42600000 9.30402991567986e-06
1 42800000 1.02196056228361e-05
1 4.3e+07 8.98737621181962e-06
1 43200000 9.5403882668783e-06
1 43400000 1.09293790335439e-05
1 43600000 2.28604620063456e-05
1 43800000 3.53001998347886e-05
1 4.4e+07 2.84381796449012e-05
1 44200000 3.05268962939458e-05
1 44400000 3.58948800950842e-05
1 44600000 3.95312041438863e-05
1 44800000 2.90154833005703e-05
1 4.5e+07 2.99449908806227e-05
1 45200000 3.61930423923539e-05
1 45400000 3.07210361843095e-05
1 45600000 2.75391459858548e-05
1 45800000 2.65074476858146e-05
1 4.6e+07 2.69885465541387e-05
1 46200000 2.78843785629663e-05
1 46400000 3.0446885834955e-05
1 46600000 2.50972977149769e-05
1 46800000 4.19555311044786e-06
1 4.7e+07 1.12784934036137e-06
1 47200000 8.54737018102759e-06
1 47400000 1.31863266653478e-05
1 47600000 1.00258804036624e-05
1 47800000 6.70206290621417e-06
1 4.8e+07 3.23536233905766e-05
1 48200000 0
1 48400000 0
1 48600000 0
1 48800000 1.60812957638442e-05
1 4.9e+07 3.20612839943243e-05
1 49200000 3.61282798529018e-05
1 49400000 3.39283578311131e-05
1 49600000 3.95470840590371e-05
1 49800000 1.44537514096381e-05
1 5e+07 0
1 50200000 3.04828750827138e-05
1 50400000 3.78746572911666e-05
1 50600000 4.18097867779036e-05
1 50800000 1.21887456144033e-05
1 5.1e+07 5.04076068742905e-05
1 51200000 3.43394563282556e-05
1 51400000 5.73071963974187e-06
1 51600000 7.89028690003058e-06
1 51800000 5.8298620399003e-06
1 5.2e+07 8.17504571816505e-06
1 52200000 6.2555075046866e-06
1 52400000 6.57511748789814e-06
1 52600000 0
1 52800000 0
1 5.3e+07 7.04300265734358e-05
1 53200000 3.48836516671907e-07
1 53400000 3.79919673285603e-07
1 53600000 3.53317696624238e-07
1 53800000 4.35449746792157e-07
1 5.4e+07 1.179394109691e-06
1 54200000 1.11048867872567e-05
1 54400000 1.24557533563636e-05
1 54600000 1.48954842082854e-05
1 54800000 9.16418017249535e-06
1 5.5e+07 1.30737941728173e-05
1 55200000 1.07806994585046e-05
1 55400000 1.18765699372143e-05
1 55600000 1.49918312433406e-05
1 55800000 2.51761305449284e-05
1 5.6e+07 2.75563145888274e-05
1 56200000 2.63309474822641e-05
1 56400000 1.8114149316782e-05
1 56600000 1.35088633455388e-05
1 56800000 1.40441800163428e-05
1 5.7e+07 9.5191694612815e-06
1 57200000 1.18001532828269e-05
1 57400000 1.26231314114606e-05
1 57600000 1.26139530199691e-05
1 57800000 1.03115375107296e-05
1 5.8e+07 1.23237352796544e-05
1 58200000 1.20050228036049e-05
1 58400000 1.33082914406995e-05
1 58600000 5.07724260196381e-05
1 58800000 1.01411238052323e-05
1 5.9e+07 8.17556706574795e-06
1 59200000 7.69187943204488e-06
1 59400000 9.81692466467489e-06
1 59600000 5.66850220278812e-06
1 59800000 6.81075328527961e-06
1 6e+07 2.15768160653689e-05
1 60200000 6.85739914966753e-06
1 60400000 0
1 60600000 0
1 60800000 6.64970430733716e-06
1 6.1e+07 1.03027378383175e-05
1 61200000 1.50231845428925e-05
1 61400000 1.48884031290095e-05
1 61600000 1.69349658611624e-05
1 61800000 3.82268747076376e-05
1 6.2e+07 1.05167322705019e-05
1 62200000 0
1 62400000 1.4158512372204e-05
1 62600000 2.51880886577185e-05
1 62800000 0
1 6.3e+07 0
1 63200000 0.000327026936684916
1 63400000 0.000104078153143352
1 63600000 1.26468467423654e-05
1 63800000 2.25148271087532e-05
1 6.4e+07 1.07509786367737e-05
1 64200000 1.16425179416702e-05
1 64400000 9.56092005564332e-06
1 64600000 1.35456494492653e-05
1 64800000 1.11351337263613e-05
1 6.5e+07 1.10541136600421e-05
1 65200000 1.44525170080888e-05
1 65400000 1.27769776742513e-05
1 65600000 1.2983500561446e-05
1 65800000 1.01989984126599e-05
1 6.6e+07 1.04422837218952e-05
1 66200000 1.3201543316814e-05
1 66400000 1.25797587424065e-05
1 66600000 1.2667441614982e-05
1 66800000 5.47192883798472e-06
1 6.7e+07 0
1 67200000 0
1 67400000 0
1 67600000 7.65405074720465e-05
1 67800000 1.30466258129168e-05
1 6.8e+07 0
1 68200000 0
1 68400000 2.83845585811574e-05
1 68600000 6.20533066253916e-05
1 68800000 3.22124445083164e-05
1 6.9e+07 1.5619225767451e-05
1 69200000 1.56558847920115e-05
1 69400000 1.3327414119063e-05
1 69600000 1.64116406013092e-05
1 69800000 1.52352583235689e-05
1 7e+07 2.43934676881751e-05
1 70200000 2.12192665624779e-05
1 70400000 2.32757012005778e-05
1 70600000 0
1 70800000 0
1 7.1e+07 0
1 71200000 0
1 71400000 0
1 71600000 4.2839557229552e-06
1 71800000 9.41459284887185e-06
1 7.2e+07 3.49957930086203e-05
1 72200000 3.44900021430689e-05
1 72400000 6.60845824829437e-06
1 72600000 0
1 72800000 0
1 7.3e+07 0
1 73200000 2.07926896096411e-05
1 73400000 1.00719528196333e-05
1 73600000 3.73516695945127e-06
1 73800000 3.97262557349082e-06
1 7.4e+07 4.34305056468884e-06
1 74200000 4.17066029162149e-06
1 74400000 7.84636356820798e-06
1 74600000 1.57180969514381e-05
1 74800000 1.63577118151443e-05
1 7.5e+07 6.89525405116242e-06
1 75200000 1.02601494749799e-05
1 75400000 1.58552933998606e-05
1 75600000 1.28040447115553e-05
1 75800000 1.34662597030906e-05
1 7.6e+07 1.37948854501286e-05
1 76200000 1.29965785627879e-05
1 76400000 1.43863748758548e-05
1 76600000 1.65042187206816e-05
1 76800000 1.5560617938444e-05
1 7.7e+07 2.20715259862712e-05
1 77200000 2.14344781737542e-05
1 77400000 2.62455222144851e-05
1 77600000 3.78596454354837e-06
1 77800000 0
1 7.8e+07 1.54289133811511e-05
1 78200000 8.88573800142053e-06
1 78400000 0
1 78600000 0
1 78800000 0
1 7.9e+07 0
1 79200000 0
1 79400000 1.53525107064302e-06
1 79600000 8.340538518546e-06
1 79800000 7.12208106120547e-06
1 8e+07 7.26308990614179e-06
1 80200000 6.22617887740839e-06
1 80400000 9.56702845445568e-06
1 80600000 8.30526195924652e-06
1 80800000 3.85379534450177e-06
1 8.1e+07 0
1 81200000 3.38512686734256e-06
1 81400000 4.12211772090358e-06
1 81600000 5.0243861764751e-06
1 81800000 2.87712506332561e-05
1 8.2e+07 2.29262639084838e-05
1 82200000 4.13537065777109e-05
1 82400000 3.91681183955674e-05
1 82600000 4.10637976043117e-05
1 82800000 1.08273032492647e-05
1 8.3e+07 0
1 83200000 0
1 83400000 0
1 83600000 0
1 83800000 0
1 8.4e+07 0
1 84200000 0
1 84400000 0
1 84600000 0
1 84800000 0
1 8.5e+07 0
1 85200000 4.71158502815444e-05
1 85400000 1.2281410827827e-05
1 85600000 0
1 85800000 0
1 8.6e+07 0
1 86200000 6.84411523908569e-05
1 86400000 0
1 86600000 0
1 86800000 4.73324642749056e-06
1 8.7e+07 1.80848942830023e-05
1 87200000 2.71827139462785e-06
1 87400000 0
1 87600000 0.000119312815610961
1 87800000 3.99273705913878e-06
1 8.8e+07 1.97415239513371e-05
1 88200000 2.34979218479167e-05
1 88400000 4.34319230905211e-05
1 88600000 1.70914872255604e-05
1 88800000 0
1 8.9e+07 0
1 89200000 0
1 89400000 0
1 89600000 4.57227639931933e-06
1 89800000 4.39696772883794e-06
1 9e+07 2.77813610593853e-05
1 90200000 0
1 90400000 0
1 90600000 2.61227846933351e-05
1 90800000 2.08417574578385e-05
1 9.1e+07 2.13407364122814e-05
1 91200000 1.01359503125199e-05
1 91400000 3.07723506480422e-05
1 91600000 2.79649144059202e-05
1 91800000 7.74971283707672e-06
1 9.2e+07 1.53641228097837e-05
1 92200000 4.45250183342659e-05
1 92400000 4.438460316452e-06
1 92600000 5.64596571564508e-05
1 92800000 2.93670049415379e-05
1 9.3e+07 2.45366027335508e-05
1 93200000 2.70144280979492e-05
1 93400000 2.80407975643958e-05
1 93600000 1.30782942281259e-05
1 93800000 0
1 9.4e+07 0
1 94200000 1.6222680209656e-05
1 94400000 1.59907604224682e-05
1 94600000 1.33712044934368e-05
1 94800000 8.6516038587805e-06
1 9.5e+07 5.34711559668129e-05
1 95200000 4.23588268012336e-05
1 95400000 2.82520569875801e-05
1 95600000 2.77917678229357e-05
1 95800000 4.15826136099988e-05
1 9.6e+07 0
1 96200000 3.93685228071595e-05
1 96400000 4.43232710392603e-05
1 96600000 3.22222774386027e-05
1 96800000 2.85607597546389e-05
1 9.7e+07 3.52918688414064e-05
1 97200000 3.18369182967589e-05
1 97400000 2.84655642819201e-05
1 97600000 3.13684926985093e-05
1 97800000 2.47644663400676e-05
1 9.8e+07 2.20768212470262e-05
1 98200000 3.3547914106176e-05
1 98400000 4.74174281314489e-05
1 98600000 3.56863707012858e-06
1 98800000 2.47107135496328e-05
1 9.9e+07 2.59431117197602e-05
1 99200000 2.43518360752159e-05
1 99400000 2.71717664165149e-05
1 99600000 2.42696835398024e-05
1 99800000 2.21046785174024e-05
1 1e+08 1.95107928745574e-05
1 100200000 1.93021370158915e-06
1 100400000 2.89853989559683e-06
1 100600000 2.02643611477128e-06
1 100800000 2.02606310316972e-06
1 1.01e+08 2.41045666697956e-05
1 101200000 7.49312767925325e-05
1 101400000 7.37417399857452e-05
1 101600000 1.64795255384081e-05
1 101800000 1.96562454770407e-05
1 1.02e+08 9.96158697872222e-05
1 102200000 6.59180443479208e-05
1 102400000 4.7195031278311e-05
1 102600000 4.01556749443741e-05
1 102800000 4.15005466205479e-05
1 1.03e+08 3.86636092666694e-05
1 103200000 2.89642911547922e-05
1 103400000 2.73107431485749e-05
1 103600000 4.47723251774843e-05
1 103800000 7.12334936169773e-05
1 1.04e+08 5.31141325872332e-05
1 104200000 3.0307093535561e-05
1 104400000 2.58201363014109e-05
1 104600000 6.71946586243551e-05
1 104800000 2.64154590097738e-05
1 1.05e+08 2.31316681927932e-05
1 105200000 2.84941292761156e-05
1 105400000 5.67086768124111e-05
1 105600000 1.74422079962339e-05
1 105800000 5.70925322402273e-05
1 1.06e+08 5.04947823012385e-05
1 106200000 3.04589436932184e-05
1 106400000 1.83928799221368e-05
1 106600000 3.39237137244821e-05
1 106800000 3.17232538039747e-05
1 1.07e+08 3.67213950138028e-05
1 107200000 3.46765932000582e-05
1 107400000 3.37126265489241e-05
1 107600000 3.1841649182929e-05
1 107800000 3.08001413737417e-05
1 1.08e+08 4.31797201155875e-05
1 108200000 4.79061682084682e-05
1 108400000 2.46177678217045e-05
1 108600000 5.99217876586276e-06
1 108800000 4.57635118439091e-05
1 1.09e+08 1.45628423249696e-05
1 109200000 7.09832805103445e-05
1 109400000 5.61291857990415e-06
1 109600000 4.80783252512115e-05
1 109800000 0
1 1.1e+08 0
1 110200000 0
1 110400000 4.4745539892226e-05
1 110600000 9.07376445623846e-06
1 110800000 2.56066189865092e-06
1 1.11e+08 2.76621978563706e-06
1 111200000 1.22222040264636e-05
1 111400000 2.99025431469774e-05
1 111600000 0.000100412767866789
1 111800000 9.82844873689211e-05
1 1.12e+08 2.26898986189342e-05
1 112200000 2.85977040883212e-05
1 112400000 2.61963334926851e-05
1 112600000 5.62311246095248e-05
1 112800000 2.23323157725618e-05
1 1.13e+08 0.000136111261538311
1 113200000 9.7173653448434e-06
1 113400000 0
1 113600000 3.16759230992015e-06
1 113800000 0.000417987429258321
1 1.14e+08 0.000274222454415097
2 0 0.937748021759349
2 2e+05 0.0728054685838728
2 4e+05 0.0533379912111518
2 6e+05 0.0340984059119073
2 8e+05 0.02117275415543
2 1e+06 0.0730660060997189
2 1200000 0.0364192710358321
2 1400000 0.00707883789829601
2 1600000 0.00425123295538191
2 1800000 0.0121270296931623
2 2e+06 0.00883148722776975
2 2200000 0.00313554719829526
2 2400000 0.0101013741222665
2 2600000 0.003876986491786
2 2800000 0.00235899457726
2 3e+06 0.00130152301635841
2 3200000 0.00180282763668828
2 3400000 0.00241766141341108
2 3600000 0.0035945386971953
2 3800000 0.00507189490217335
2 4e+06 0.00439456599958605
2 4200000 0.00257796630805794
2 4400000 0.00173418683162147
2 4600000 0.00125434090097974
2 4800000 0.001187027344848
2 5e+06 0.00173697011444813
2 5200000 0.00153189824504247
2 5400000 0.00116185397681593
2 5600000 0.000891145299011665
2 5800000 0.000902643819202542
2 6e+06 0.000373267235387548
2 6200000 0.00234759811262966
2 6400000 0.000711713243313164
2 6600000 0.00055426725424989
2 6800000 0.000513173302316091
2 7e+06 0.000605134437882979
2 7200000 0.000531086871835556
2 7400000 0.000355158097145106
2 7600000 0.000288668019463253
2 7800000 0.000114329664690443
2 8e+06 6.85166350964572e-05
2 8200000 6.94422148635284e-05
2 8400000 7.69016960330887e-05
2 8600000 0.000110720135453917
2 8800000 0.000148475246719597
2 9e+06 0.000118651527530137
2 9200000 0.000109129665069824
2 9400000 0.000130872795311099
2 9600000 0.000142808422340623
2 9800000 0.000143408732623258
2 1e+07 0.000146914890063433
2 10200000 0.000523790658978268
2 10400000 0.00043247797519884
2 10600000 0.000418270609148961
2 10800000 0.000231942794050333
2 1.1e+07 0.000272084794718572
2 11200000 0.000597259314285175
2 11400000 0.000108985347197313
2 11600000 0.000148146151720407
2 11800000 9.68628024614967e-05
2 1.2e+07 8.56632278636044e-05
2 12200000 7.73852208403949e-05
2 12400000 9.39280158390765e-05
2 12600000 9.88930661845508e-05
2 12800000 0.000106930887146813
2 1.3e+07 0.000152519115213904
2 13200000 0.000132174476267733
2 13400000 0.000104350498516797
2 13600000 8.65658733303384e-05
2 13800000 0.000114358516426862
2 1.4e+07 0.000115981283911169
2 14200000 0.000147115982223209
2 14400000 0.000152881614551344
2 14600000 0.000138746472408853
2 14800000 5.43103677184859e-05
2 1.5e+07 2.24378623358104e-05
2 15200000 1.53985769216513e-05
2 15400000 2.41962205275701e-05
2 15600000 2.60287075120255e-05
2 15800000 9.07113578027016e-06
2 1.6e+07 0.000251900105871326
2 16200000 0.000201220577532812
2 16400000 0.000225617268070674
2 16600000 0.000159978277779826
2 16800000 0.000229020893485395
2 1.7e+07 0.000138227597680785
2 17200000 0.000156964894335341
2 17400000 0.000150716247041797
2 17600000 0.000143190409829927
2 17800000 0.000166620916451098
2 1.8e+07 0.000283605930575893
2 18200000 0.000213618817565715
2 18400000 8.69087686207778e-05
2 18600000 4.62750788980115e-05
2 18800000 2.5159766191734e-05
2 1.9e+07 2.16003849795599e-05
2 19200000 2.12997211448958e-05
2 19400000 3.45645127920675e-05
2 19600000 3.05375178502115e-05
2 19800000 2.12777483018231e-05
2 2e+07 2.64473072244744e-05
2 20200000 3.79596810098925e-05
2 20400000 4.5331070017147e-05
2 20600000 2.53051858438957e-05
2 20800000 4.79205762521255e-05
2 2.1e+07 4.04022481083521e-05
2 21200000 2.37211873606011e-05
2 21400000 2.49195761680074e-05
2 21600000 6.54731305783838e-05
2 21800000 7.19150297987184e-05
2 2.2e+07 6.53458315977003e-05
2 22200000 2.51200497214413e-05
2 22400000 2.50284768229798e-05
2 22600000 2.76872993956569e-05
2 22800000 2.57070816148171e-05
2 2.3e+07 1.67735992049048e-05
2 23200000 9.79237228840706e-05
2 23400000 4.21605122362453e-05
2 23600000 0
2 23800000 0
2 2.4e+07 3.78800259676188e-05
2 24200000 6.24852614825074e-05
2 24400000 7.3637052148721e-05
2 24600000 6.32227093314596e-05
2 24800000 9.3905565903214e-05
2 2.5e+07 6.96439746783405e-05
2 25200000 7.70364920073024e-05
2 25400000 6.26167571685038e-05
2 25600000 3.1741890243817e-05
2 25800000 2.8395693507303e-05
2 2.6e+07 2.96746348610087e-05
2 26200000 2.81186480645347e-05
2 26400000 3.03906604626239e-05
2 26600000 2.83442993851735e-05
2 26800000 1.90569010543113e-05
2 2.7e+07 1.77727348994321e-05
2 27200000 2.76961398215884e-05
2 27400000 2.17044336898647e-05
2 27600000 2.72080100391862e-05
2 27800000 6.76008966243933e-05
2 2.8e+07 7.9555606538923e-05
2 28200000 3.2533715487695e-05
2 28400000 0
2 28600000 0
2 28800000 0
2 2.9e+07 0.000120541054855292
2 29200000 4.57757656578899e-05
2 29400000 1.32116613302657e-05
2 29600000 1.33755097788682e-05
2 29800000 1.27229434264904e-05
2 3e+07 5.98554905169464e-05
2 30200000 5.53404267338969e-05
2 30400000 6.54751899812963e-05
2 30600000 0.000136632377302035
2 30800000 9.6610706291068e-05
2 3.1e+07 3.2564119762209e-05
2 31200000 3.65199080540941e-05
2 31400000 4.2960788164186e-05
2 31600000 0
2 31800000 0.000137411315397546
2 3.2e+07 0.000186153790356368
2 32200000 7.45809997685569e-05
2 32400000 3.75843245556653e-05
2 32600000 3.54636356827049e-05
2 32800000 4.33459780468393e-05
2 3.3e+07 6.15483296323193e-05
2 33200000 0.000111757444651954
2 33400000 3.69353872608245e-05
2 33600000 1.16602636293425e-05
2 33800000 1.15067749340315e-05
2 3.4e+07 5.31597880850831e-05
2 34200000 0
2 34400000 0
2 34600000 0
2 34800000 0
2 3.5e+07 5.48518933167027e-05
2 35200000 3.70515583480705e-05
2 35400000 4.8851542314816e-05
2 35600000 5.10519190019054e-05
2 35800000 7.84744808778313e-05
2 3.6e+07 9.11710955586538e-05
2 36200000 5.48149688293391e-05
2 36400000 0
2 36600000 3.41222955369705e-05
2 36800000 3.02975195028463e-05
2 3.7e+07 3.62891389570527e-05
2 37200000 2.81981768268074e-05
2 37400000 3.42978530492984e-05
2 37600000 0.000113362181142217
2 37800000 2.99855672680807e-05
2 3.8e+07 0
2 38200000 2.66026117130023e-05
2 38400000 7.95679122794991e-05
2 38600000 6.42945923791228e-05
2 38800000 5.36799189321088e-05
2 3.9e+07 1.83699355405264e-05
2 39200000 5.41881400546449e-06
2 39400000 4.23899642576085e-07
2 39600000 0
2 39800000 3.60420686122128e-05
2 4e+07 5.28057084694355e-05
2 40200000 7.82337836085547e-05
2 40400000 7.86256118532447e-06
2 40600000 6.90770501107331e-05
2 40800000 2.40767169815309e-05
2 4.1e+07 1.43262885399665e-05
2 41200000 7.20193267609485e-05
2 41400000 4.40036184058831e-05
2 41600000 4.21013222777433e-05
2 41800000 1.12078061540871e-05
2 4.2e+07 1.10448770892748e-05
2 42200000 1.40733426457986e-05
2 42400000 1.20343451408718e-05
2 42600000 1.38033412129959e-05
2 42800000 1.10968379950033e-05
2 4.3e+07 1.38235879287059e-05
2 43200000 1.02408160590233e-05
2 43400000 3.70817280091079e-05
2 43600000 4.4980542060077e-05
2 43800000 6.68602637136296e-06
2 4.4e+07 8.72449330620982e-06
2 44200000 2.81220737752356e-05
2 44400000 2.32211472460643e-05
2 44600000 3.29264425869302e-05
2 44800000 3.18432977760517e-05
2 4.5e+07 2.67066251024982e-05
2 45200000 9.63615477429896e-05
2 45400000 0.00010007995035616
2 45600000 1.01923385909956e-05
2 45800000 1.03976190268361e-05
2 4.6e+07 9.8128111793725e-06
2 46200000 8.59677946569991e-07
2 46400000 1.91377728974867e-05
2 46600000 2.13423633724626e-05
2 46800000 2.42526554159834e-05
2 4.7e+07 1.37621800023599e-05
2 47200000 1.06653598994654e-05
2 47400000 1.28298722872328e-05
2 47600000 2.03061629528479e-05
2 47800000 0.000101462284512874
2 4.8e+07 7.81179248868926e-05
2 48200000 2.59207331948382e-05
2 48400000 2.28292855297831e-05
2 48600000 2.24922410270918e-05
2 48800000 0.000131210604276056
2 4.9e+07 8.78613588102437e-05
2 49200000 4.90915185383359e-05
2 49400000 3.61531699720745e-05
2 49600000 7.44912957573237e-05
2 49800000 8.00255631608405e-05
2 5e+07 8.88547893817819e-05
2 50200000 1.68248809074053e-05
2 50400000 0
2 50600000 4.32406141244077e-06
2 50800000 1.45047187794336e-05
2 5.1e+07 3.99838150606564e-05
2 51200000 8.23943024729663e-05
2 51400000 9.62234045473826e-06
2 51600000 2.27568022514066e-05
2 51800000 9.43471954140122e-06
2 5.2e+07 8.22607474404651e-06
2 52200000 7.99850799864293e-06
2 52400000 1.09769103954999e-05
2 52600000 2.17091292231593e-05
2 52800000 2.51703526609149e-05
2 5.3e+07 1.67595718411082e-05
2 53200000 0
2 53400000 1.4977337812017e-05
2 53600000 3.06540100066183e-06
2 53800000 2.08259915666564e-06
2 5.4e+07 2.81778636581927e-06
2 54200000 2.67693136235855e-06
2 54400000 2.40632155415835e-06
2 54600000 5.7990542804624e-08
2 54800000 0
2 5.5e+07 0
2 55200000 2.98455524406937e-05
2 55400000 3.99847437000941e-05
2 55600000 3.93706178729877e-05
2 55800000 4.57334945588138e-05
2 5.6e+07 2.76003692352042e-05
2 56200000 0
2 56400000 0
2 56600000 0
2 56800000 6.39038749010918e-06
2 5.7e+07 2.38137691477461e-05
2 57200000 2.91599657438344e-05
2 57400000 2.50299463936827e-05
2 57600000 2.71246070587642e-05
2 57800000 1.88595369081215e-05
2 5.8e+07 1.51217275717858e-05
2 58200000 3.30257721442484e-05
2 58400000 3.44000193500462e-05
2 58600000 1.99658825274797e-05
2 58800000 7.84236753293574e-05
2 5.9e+07 8.26745446560116e-05
2 59200000 6.7307695200331e-07
2 59400000 0
2 59600000 0.000223904736923834
2 59800000 0
2 6e+07 0
2 60200000 0
2 60400000 0
2 60600000 0
2 60800000 2.96697189251985e-05
2 6.1e+07 2.14540458910454e-05
2 61200000 0
2 61400000 4.0869209139367e-06
2 61600000 1.35444630902145e-05
2 61800000 1.40349846978399e-05
2 6.2e+07 3.11306524126357e-05
