comparison	CHR	window	meanFST	meanRsb	MEAN_cM
Finland_Spain	1	67000001	0.29094106129622566	-0.512571390876621	0.00492737627167432
Finland_Spain	1	67500001	0.075871923778807	-0.6120419065799977	1.01186252775146
Finland_Spain	1	68000001	0	-0.06191790509506306	0.00483233544913009
Finland_Spain	1	68500001	0	-0.05869724147925268	1.5661495786853
Finland_Spain	1	69000001	0.04751058051907468	-0.13686656748153914	0.690366909799153
Finland_Spain	1	69500001	0.06096239434678097	0.06563488616576021	0.607574075774982
Finland_Spain	1	70000001	0	-0.045296614294134355	0.958582348576975
Finland_Spain	1	70500001	0.0804556221687872	0.1170434847273853	0.504508632471845
Finland_Spain	1	71000001	0	-0.21145833927432375	3.91464273225872e-13
Finland_Spain	1	71500001	0	0.4383151115863882	0.118817009427219
Finland_Spain	1	72000001	0	0.23944738719916386	1.15275817886755
Finland_Spain	1	72500001	0	-0.1972011922362058	0.12395859697181
Finland_Spain	1	73000001	0.1287905799244348	0.05958502329477107	0.146854918354157
Finland_Spain	1	73500001	0.057349463826612726	-0.20374614291896428	0.33406834651524
Finland_Spain	1	74000001	0	-0.03881396542392512	0.228084093606718
Finland_Spain	1	74500001	0.15724804183574828	-0.4393639316740031	0.653594401988737
Finland_Spain	1	75000001	0.16780891082413166	0.02787455366599504	0.47301911954409
Finland_Spain	1	75500001	0	-0.054946488741591144	0.742188179246024
Finland_Spain	1	76000001	0	-0.05516460618617355	0.74231350212756
Finland_Spain	1	76500001	0	-0.3847167869915228	0.709459816667759
Finland_Spain	1	77000001	0	0.06963255893366209	0.72446452937029
Finland_Spain	1	77500001	0.3653020988114948	-0.5560589831500996	0.554038912457034
Finland_Spain	1	78000001	0.30109834872282665	-1.4623100896728354	0.524727487282557
Finland_Spain	1	78500001	0.04519921031967588	-0.02946128765763911	3.25650321553872e-13
Finland_Spain	1	79000001	0	0.014173075193071868	4.85199583065469e-13
Finland_Spain	1	79500001	0.02148986519339129	-0.2127726095853498	0.256266571248402
Finland_Spain	1	80000001	0	-0.5249078135516481	0.432078544362185
Finland_Spain	1	80500001	0.0766789995038033	-0.07120043801358149	0.419956805389136
Finland_Spain	1	81000001	0	-0.31284730804795463	0.0302496074697007
Finland_Spain	1	81500001	0	0.20794036533781976	0.291751008807831
Finland_Spain	1	82000001	0.04894696246727159	-0.18654076382874404	1.30642610846617
Finland_Spain	1	82500001	0	0.017367135157672714	2.35010687671258
Finland_Spain	1	83000001	0.03418258373538225	0.023872102578842536	0.00674243714319876
Finland_Spain	1	83500001	0.1318020363007407	-0.2762598985045994	1.17679191897698e-13
Finland_Spain	1	84000001	0.031913228223660155	0.16918859721927068	2.57678634487983e-13
Finland_Spain	1	84500001	0	-0.18637647052442766	0
Finland_Spain	1	85000001	0	0.2585825577770133	0
Finland_Spain	1	85500001	0	0.11249073847050657	0.520728478522112
Finland_Spain	1	86000001	0	-0.06292791342535155	0.692350153993222
Finland_Spain	1	86500001	0	0.06296493114015457	0.00643357718172251
Finland_Spain	1	87000001	0.07418667596890333	-0.11631193479919599	0.566903859563327
Finland_Spain	1	87500001	0.20759150835455864	-0.032628018453968254	2.15144779301701
Finland_Spain	1	88000001	0	-0.14065270343433983	0.872625748263988
Finland_Spain	1	88500001	0	-0.10678897193808849	1.51790219293616
Finland_Spain	1	89000001	0	0.18235561938819303	0
Finland_Spain	1	89500001	0.12049416509514546	-0.21511190804298058	0.100104948055265
Finland_Spain	1	90000001	0	0.08697285295237198	0.759851173093062
Finland_Spain	1	90500001	0	0.15861045859477813	0.615468258069652
Finland_Spain	1	91000001	0	0.044681502364342936	1.03998875680648
Finland_Spain	1	91500001	0.04625646390148081	-0.04431389921143359	1.73643647400528
Finland_Spain	1	92000001	0	-0.11113004886223074	1.00995972956787
Finland_Spain	1	92500001	0	-0.010019031793279462	1.74875737621066
Finland_Spain	1	93000001	0	0.13998088400387082	1.26416383485369
Finland_Spain	1	93500001	0	-0.12589217703689504	1.10123985361827
Finland_Spain	1	94000001	0	-0.14466542115662595	0.210803405444415
Finland_Spain	1	94500001	0.015754356552046062	-0.17915260017571136	1.01190484673704
Finland_Spain	1	95000001	0	0.17356644860153445	2.34106481509857
Finland_Spain	1	95500001	0	0.10778496355777455	2.29075469835906
Finland_Spain	1	96000001	0	0.023366345347871117	0.775222046295109
Finland_Spain	1	96500001	0	-0.28426044335964007	2.70857315395071
Finland_Spain	1	97000001	0	0.13578164785622465	2.28640867518206
Finland_Spain	1	97500001	0	0.24795624887606688	2.41438591619804
Finland_Spain	1	98000001	0	0.18175746211005817	1.67876272533937
Finland_Spain	1	98500001	0	0.18587719444595166	1.07157115102097
Finland_Spain	1	99000001	0	-0.0875332331218931	1.85340279967995
Finland_Spain	1	99500001	0	0.3243451701363758	1.85340279967696
Finland_Spain	1	100000001	0	0.13538910811200516	1.21969601107668
Finland_Spain	1	100500001	0	-0.037422845253541843	0.15762224818016
Finland_Spain	1	101000001	0	0.08597507960170701	2.26814500008971
Finland_Spain	1	101500001	0.103795831098973	-0.40587942349687234	3.19635606846812
Finland_Spain	1	102000001	0	0.10989577273443638	4.61244488235038
Finland_Spain	1	102500001	0	0.19912737378471296	3.11154568133731
Finland_Spain	1	103000001	0	0.1300586285951547	3.19038302137476
Finland_Spain	1	103500001	0	-0.039463819894430915	2.46412280658782
Finland_Spain	1	104000001	0.005904025091113158	-0.0712791224384163	4.65568860242376
Finland_Spain	1	104500001	0	0.17857204068223081	4.22158349444652
Finland_Spain	1	105000001	0	-0.034438784572121385	1.70599670140918
Finland_Spain	1	105500001	0	0.02592210102828264	2.75090666321015
Finland_Spain	1	106000001	0.031085754683146366	-0.1658926166613593	4.4603327553328
Finland_Spain	1	106500001	0	0.14800828252393955	2.15167592030295
Finland_Spain	1	107000001	0	0.25663919105096367	2.71996011868565
Finland_Spain	1	107500001	0	-0.10488302693926102	2.73858942951251
Finland_Spain	1	108000001	0	0.1791388771118979	3.15324532952255
Finland_Spain	1	108500001	0	0.2719519550767651	0.926322655338105
Finland_Spain	1	109000001	0	0.08122113666388961	1.60847434168272
Finland_Spain	1	109500001	0	-0.3979002469077727	1.71857780706853
Finland_Spain	1	110000001	0	-0.21165511988389832	0
Finland_Spain	1	110500001	0	0.03981699843353998	2.37935039400367
Finland_Spain	1	111000001	0	0.19981339415084415	0.374276532960431
Finland_Spain	1	111500001	0	0.10348821623622548	3.91640934755747
Finland_Spain	1	112000001	0	0.023943897836342758	1.63895926491761
Finland_Spain	1	112500001	0	0.07498150792783942	2.45680549950264
Finland_Spain	1	113000001	0	-0.1922994996022195	2.97495161962769
Finland_Spain	1	113500001	0	0.26271368800192046	0.0231183431127434
Finland_Spain	1	114000001	0	NaN	1.32854145679377
Finland_Spain	2	1	0	0.44573973024720354	4.79516392945359
Finland_Spain	2	500001	0	0.23012358883132764	4.79516392946362
Finland_Spain	2	1000001	0	-0.051863704043475775	4.79516392946886
Finland_Spain	2	1500001	0	0.04478953949089562	4.31076961178761
Finland_Spain	2	2000001	0	0.13202821221410485	7.6017375071579
Finland_Spain	2	2500001	0	0.13297276585613807	8.59830347635334
Finland_Spain	2	3000001	0	0.22162005340711133	3.4859417503411
Finland_Spain	2	3500001	0	0.044080275667345827	6.88239423685283
Finland_Spain	2	4000001	0.0609009758596873	-0.08943562350989205	9.49669587528149
Finland_Spain	2	4500001	0	0.03630676505877715	3.45621699430746
Finland_Spain	2	5000001	0	0.1453331151648884	4.90218984297325
Finland_Spain	2	5500001	0	0.10564832117899338	2.96797359814743
Finland_Spain	2	6000001	0	0.34538445875073054	3.4320644744511
Finland_Spain	2	6500001	0	-0.0014967201769965125	2.60140795501876
Finland_Spain	2	7000001	0.059114273983208836	0.01520586372498786	2.60140795498783
Finland_Spain	2	7500001	0	-0.026425064382948005	1.04511271162208
Finland_Spain	2	8000001	0	-0.3237010185488214	0.328743615327394
Finland_Spain	2	8500001	0.025376264144485832	-0.15629360723923405	0.341140337853866
Finland_Spain	2	9000001	0	0.009358681404326644	0.688805654552292
Finland_Spain	2	9500001	0	0.26953324293330627	0.688805654559689
Finland_Spain	2	10000001	0.017863734870221346	-0.04716091287887081	0.985241580423019
Finland_Spain	2	10500001	0	0.020675613321615487	2.05973803711172
Finland_Spain	2	11000001	0	0.3054049241617205	2.35282222201547
Finland_Spain	2	11500001	0	0.13694996910007004	0.715058899012438
Finland_Spain	2	12000001	0	0.0940748086612587	0.672671945225846
Finland_Spain	2	12500001	0	-0.17079869589384544	0.672671945227022
Finland_Spain	2	13000001	0	-0.31308819819134487	0.672671945217645
Finland_Spain	2	13500001	0.02521761841117224	-0.43546019247241874	0.672671945215303
Finland_Spain	2	14000001	0	-0.3103375517380033	0.672671945199316
Finland_Spain	2	14500001	0.13132772215355107	-0.6628983348141113	0.672671945230918
Finland_Spain	2	15000001	0	0.1322029166551666	0.148211259993066
Finland_Spain	2	15500001	0.1099843124963479	-0.767332360248564	0.132418872422994
Finland_Spain	2	16000001	0.06210419877019204	-0.3603750896363007	1.13892825068489
Finland_Spain	2	16500001	0.3348684672368102	-0.8766034148536489	1.54721860010303
Finland_Spain	2	17000001	0.294520523753799	-0.5267520147821771	1.51989444862552
Finland_Spain	2	17500001	0.3873552935026745	-0.24343307645999124	0.941461941880219
Finland_Spain	2	18000001	0.05945504457517944	0.032195536153616255	0.941461941881725
Finland_Spain	2	18500001	0	-0.22234706540842078	0.825445215487269
Finland_Spain	2	19000001	0	-0.3868897570471808	0.302073084430047
Finland_Spain	2	19500001	0.005395782613003117	-0.07076764244556451	0.302073084434423
Finland_Spain	2	20000001	0	0.5922996360261676	0.314720435432002
Finland_Spain	2	20500001	0.13256684703600763	-0.0878704213667166	0.330661570473453
Finland_Spain	2	21000001	0.14123679843422038	0.069399762923786	0.330661570493363
Finland_Spain	2	21500001	0.22204905831137858	-0.3902724497300309	0.643506386562632
Finland_Spain	2	22000001	0.0920298507196666	0.021925575532517352	0.695595063022315
Finland_Spain	2	22500001	0.06468905672911231	0.06315718005092187	0.381797399115496
Finland_Spain	2	23000001	0.384328483960971	-0.47720945293614336	0.330142621671575
Finland_Spain	2	23500001	0	-0.26962878617288577	0.263398628092843
Finland_Spain	2	24000001	0	-0.6605670288763492	0.54660551708268
Finland_Spain	2	24500001	0.6389640631542352	-1.864855139221859	0.822963843821047
Finland_Spain	2	25000001	0	0.21042256469426096	0.902372540781564
Finland_Spain	2	25500001	0.04724980748275359	-0.2194599838730355	0.726862204147311
Finland_Spain	2	26000001	0.1232093370757768	0.03286707867296178	0.579878752616115
Finland_Spain	2	26500001	0	-0.30880174430709656	0.542733541017171
Finland_Spain	2	27000001	0.01781604521658808	0.09034967761350006	0.429360642960747
Finland_Spain	2	27500001	0.1315925871108106	-0.23173099246924264	0.456174481185013
Finland_Spain	2	28000001	0	0.16853750186462532	1.17944279145296
Finland_Spain	2	28500001	0	0.17954189011390018	1.61374451672125e-13
Finland_Spain	2	29000001	0	-0.27497726972078773	1.63343163927917
Finland_Spain	2	29500001	0.060967596760117745	0.11443533407145906	0.249195651826433
Finland_Spain	2	30000001	0	-0.025016262063972543	1.34676928442873
Finland_Spain	2	30500001	0	0.2168125034185788	1.79329483239712
Finland_Spain	2	31000001	0	-0.09053464493333117	0.859715203705223
Finland_Spain	2	31500001	0	-0.20159461940458456	0.349731009731258
Finland_Spain	2	32000001	0.020917911444601246	0.1659104666747273	3.136441240722
Finland_Spain	2	32500001	0	0.13913379684306373	0.67666629073521
Finland_Spain	2	33000001	0.06781243247800643	-0.2751030800738746	1.09902882936244
Finland_Spain	2	33500001	0.01042923874756341	-0.1458162339492407	0.381119184000155
Finland_Spain	2	34000001	0.05010168981037131	-0.23332690555382107	0.56577453085388
Finland_Spain	2	34500001	0.055674898384107836	-0.09514447557620578	2.36517222179916e-13
Finland_Spain	2	35000001	0.01533310211564384	0.06897655467306814	0.739483234320075
Finland_Spain	2	35500001	0	-0.1701519928242855	1.08204061890689
Finland_Spain	2	36000001	0.03356551671689649	0.1263558190568053	1.56290532027273
Finland_Spain	2	36500001	0.04689960989167032	-0.33414004203861286	0.489500324364961
Finland_Spain	2	37000001	0.06899623743977312	-0.13679258199664987	0.987778946504899
Finland_Spain	2	37500001	0.004468187843461607	-0.07180714238607948	1.84560962625395
Finland_Spain	2	38000001	0	0.17149802183700355	0.0141817948826165
Finland_Spain	2	38500001	0	0.04357495243723536	1.39545858209227
Finland_Spain	2	39000001	0.07409899435621184	0.10176720690899475	0.521713023196766
Finland_Spain	2	39500001	0	-0.07921974892621383	0.00317059064236917
Finland_Spain	2	40000001	0	-0.10035050237753204	1.50932163169536
Finland_Spain	2	40500001	0	-0.48222279256545736	1.10130376846075
Finland_Spain	2	41000001	0	0.12154480054659807	1.02328494225805
Finland_Spain	2	41500001	0.021306936820489824	0.11928236449039516	1.02008845337986
Finland_Spain	2	42000001	0	-0.02419376431379342	0.250512904282914
Finland_Spain	2	42500001	0.01948999932592962	-0.1690699075334969	0.357615819788417
Finland_Spain	2	43000001	0	-0.19347117072550898	0.365850780063679
Finland_Spain	2	43500001	0	-0.14765292785644568	1.27470985848008
Finland_Spain	2	44000001	0	-0.48284467633631384	0.404351670224323
Finland_Spain	2	44500001	0.033517829547781076	0.02401050403695236	0.823485008155303
Finland_Spain	2	45000001	0.12214190510679926	-0.45857663793884057	0.747421000309028
Finland_Spain	2	45500001	0	-0.039388083268635674	1.62479339486498
Finland_Spain	2	46000001	0.17775309056175082	-0.2362511885907081	0.263478694534237
Finland_Spain	2	46500001	0	0.12046795070287401	0.712164492506297
Finland_Spain	2	47000001	0.09006775045332935	-0.04796550179743872	0.486057206937234
Finland_Spain	2	47500001	0.24200134517499652	-0.5647067402787984	0.556471752345793
Finland_Spain	2	48000001	0.03705034397560697	-0.3864296560913668	2.31926542877267
Finland_Spain	2	48500001	0	0.10501518124206928	0.800325504508355
Finland_Spain	2	49000001	0	-0.06324945595127869	2.77836558263561
Finland_Spain	2	49500001	0	0.06480459606550351	2.45734785628722
Finland_Spain	2	50000001	0.01955996620206353	-0.5456366529321164	3.10608613669101
Finland_Spain	2	50500001	0.190787368371806	-1.3538934146708117	0.0641241242972408
Finland_Spain	2	51000001	0.005023354271458914	-0.30579563619634836	1.8838925613259
Finland_Spain	2	51500001	0	-0.2658338255435364	0.633138602955724
Finland_Spain	2	52000001	0	-0.08714547204936351	0.287406792395649
Finland_Spain	2	52500001	0.05985055233965766	0.2884621129123349	0.547295906307808
Finland_Spain	2	53000001	0.04655648653352532	-0.10284239376433098	0.428455447802027
Finland_Spain	2	53500001	0	-0.18767045936237933	0.321331657149243
Finland_Spain	2	54000001	0	0.10855907170273123	0.100094704975892
Finland_Spain	2	54500001	0	0.04484765607902925	0.0549974923865275
Finland_Spain	2	55000001	0	-0.1383645860951427	0.0595986060238261
Finland_Spain	2	55500001	0	-0.19508134431094118	1.94181123967897
Finland_Spain	2	56000001	0.0674929571002297	-0.23226393300043807	1.19746020956627
Finland_Spain	2	56500001	0.011111570000409519	-0.21112214830712817	2.97403072381377e-13
Finland_Spain	2	57000001	0.22237125803905766	-0.25061210981616155	0.781984987118268
Finland_Spain	2	57500001	0	-0.030958400867767518	0.818586076440078
Finland_Spain	2	58000001	0	0.13034448881470834	0.819091147345592
Finland_Spain	2	58500001	0	0.0719240005818068	1.26690480016969
Finland_Spain	2	59000001	0	0.025679566906172503	2.3614104773006
Finland_Spain	2	59500001	0	0.09584767127528097	4.86650685180898
Finland_Spain	2	60000001	0.07124138116022304	-0.13902519927257861	8.49428296404469e-14
Finland_Spain	2	60500001	0	-0.1107377373947804	4.16414018341344e-14
Finland_Spain	2	61000001	0.021049796209102266	-0.25909811327973986	0.74204954404447
Finland_Spain	2	61500001	0	0.3766720610628593	0.309773950520628
Finland_Spain	2	62000001	0	0.5781965487784826	0.608359985104126
Finland_Spain	2	62500001	0	0.0738406671629117	0.0210258169907949
Finland_Spain	2	63000001	0	0.20515606429536107	0.860842412872567
Finland_Spain	2	63500001	0	0.20098667458497568	0.842496312553296
Finland_Spain	2	64000001	0.11785465434296885	-1.130879099289884	2.60900761370283
Finland_Spain	2	64500001	0	0.15030138368264	0.783033391728
Finland_Spain	2	65000001	0	-0.06212737075869469	1.05302577342067
Finland_Spain	2	65500001	0.09078566192481921	-0.28940448843837485	0.618434253339477
Finland_Spain	2	66000001	0	-0.004638275767639159	0.766950854652415
Finland_Spain	2	66500001	0.16735162250296765	-0.14171720204273616	0.741812594693394
Finland_Spain	2	67000001	0	-0.008547106277262725	0.830976044183977
Finland_Spain	2	67500001	0	0.14481662374433169	1.3021408503376
Finland_Spain	2	68000001	0.03012284360304491	0.270295955094403	2.55106932832513
Finland_Spain	2	68500001	0.08550662879914823	-0.27917880368310016	2.76042523338779e-14
Finland_Spain	2	69000001	0	0.15462680707219753	0.224202500791146
Finland_Spain	2	69500001	0	-0.04272651564808423	1.04521129177038
Finland_Spain	2	70000001	0	-0.40509450545099535	0.284113807927524
Finland_Spain	2	70500001	0.04253440281715413	-0.36873971652924337	0.072515585042456407
Finland_Spain	2	71000001	0	0.01855206887557839	0.0725155850267587
Finland_Spain	2	71500001	0.20687195637629302	-0.24658879324646155	0.072515585034198
Finland_Spain	2	72000001	0	-0.5850411793535982	0.0725155850346717
Finland_Spain	2	72500001	0	-0.11747732707899645	0.129563751366582
Finland_Spain	2	73000001	0	-0.0632745541210589	0.179794827928287
Finland_Spain	2	73500001	0.018194833658448335	-0.4422623788794495	0.179794827908876
Finland_Spain	2	74000001	0	-0.3018463566222389	0.179794827917552
Finland_Spain	2	74500001	0	-0.9072910176931233	0.17979482789444
Finland_Spain	2	75000001	0.3541552653548298	-1.3694478820814378	0.179794827882264
Finland_Spain	2	75500001	0.09162549462751114	-0.07970165401563341	0.179794827914115
